year DOY HR MN      v     d      beta     ma 
2018  75  8 34   466.9   5.12   1.21   7.6
2018  75  8 35   471.7   5.29   1.22   7.8
2018  75  8 36   470.1   5.15   1.22   7.8
2018  75  8 37   469.6   5.11   1.22   7.8
2018  75  8 38   473.1   5.33   1.30   8.1
2018  75  8 39   471.3   5.18   1.23   7.9
2018  75  8 40   470.6   5.13   1.21   7.8
2018  75  8 41   470.7   4.89   1.08   7.7
2018  75  8 42   470.8   4.92   1.04   7.5
2018  75  8 43   471.7   5.27   1.03   7.6
2018  75  8 44   471.7   5.27   1.02   7.6
2018  75  8 45   471.9   4.81   0.94   7.4
2018  75  8 46   471.9   4.81   0.96   7.4
2018  75  8 47   471.9   4.81   0.92   7.3
2018  75  8 48   474.6   5.39   1.18   7.7
2018  75  8 49   473.8   5.14   1.03   7.5
2018  75  8 50   476.1   5.00   0.92   7.3
2018  75  8 51 99999.9 999.99 999.99 999.9
2018  75  8 52   476.7   5.01   0.92   7.3
2018  75  8 53   476.7   5.00   0.94   7.4
2018  75  8 54 99999.9 999.99 999.99 999.9
2018  75  8 55   466.1   5.28   1.12   7.4
2018  75  8 56   466.1   5.28   1.07   7.3
2018  75  8 57   469.0   4.98   0.90   7.0
2018  75  8 58   472.0   4.68   0.77   6.8
2018  75  8 59   472.0   4.68   0.78   6.8
2018  75  9  0   471.6   4.43   0.66   6.6
2018  75  9  1   471.6   4.43   0.66   6.6
2018  75  9  2 99999.9 999.99 999.99 999.9
2018  75  9  3   467.7   4.71   0.71   6.7
2018  75  9  4   469.0   4.77   0.73   6.8
2018  75  9  5   472.9   4.93   0.76   6.9
2018  75  9  6   463.6   4.45   0.68   6.5
2018  75  9  7   467.9   4.81   0.83   6.9
2018  75  9  8   468.3   4.85   0.87   7.1
2018  75  9  9   468.5   5.37   1.01   7.4
2018  75  9 10   468.4   5.22   1.01   7.4
2018  75  9 11   468.3   4.82   0.95   7.1
2018  75  9 12   469.7   5.14   1.03   7.4
2018  75  9 13   472.3   5.73   1.24   8.0
